z/h,x/D,Run,Avg_u/Umax,rms_u/k^0.5,rms_w/k^0.5,rss/rssmax,k/kmax
0.133333333,12,4,0.386047994,2.276865495,1.615120576,0.581711781,0.922359964
0.15,12,4,0.401956647,2.338224627,1.576698894,0.622374031,0.900693531
0.166666667,12,4,0.417430835,2.434560067,1.610359178,0.715686565,0.94214877
0.2,12,4,0.452520529,2.572031987,1.659913001,0.766175826,0.908794656
0.233333333,12,4,0.481511872,2.775297446,1.800756473,0.774719219,1
0.266666667,12,4,0.490167331,2.908890087,1.851510162,0.847703855,0.96576562
0.3,12,4,0.591774024,2.892431817,1.854657443,0.76115834,0.972394359
0.333333333,12,4,0.617566799,3.193310412,1.853669207,1,0.987056409
0.366666667,12,4,0.664868045,3.157652105,1.869011723,0.72460068,0.866469477
0.433333333,12,4,0.736191505,3.137608097,1.882845582,0.58921587,0.738682846
0.5,12,4,0.82821592,2.722823249,1.62188348,0.393755723,0.503570489
0.566666667,12,4,0.877783304,2.353081418,1.457731187,0.244338764,0.311331373
0.633333333,12,4,0.936496092,1.820139278,1.189364964,0.083758609,0.185650515
0.7,12,4,0.978997081,1.739129549,0.955280995,0.043949449,0.127026726
0.766666667,12,4,0.995963025,1.361884321,0.768309187,0.022845681,0.07159453
0.816666667,12,4,1,1.369802085,0.695023118,0.014080011,0.066488124
